"game_id","play_index","row_type","play_type","pos_team","def_pos_team","penalty_flag","penalty_yards_signed","penalized_team","penalty_no_play","penalty_declined","yards_gained","penalty_text","play_text"
"20250913_6i95",105,"penalty_no_play","penalty_no_play","Wis.-La Crosse","Carnegie Mellon",TRUE,15,"Carnegie Mellon",TRUE,FALSE,,"PENALTY CMU unsportmanlike conduct (Danny Moynihan) 15 yards to the 50 yardline.","PENALTY CMU unsportmanlike conduct (Danny Moynihan) 15 yards to the 50 yardline."
"20250913_6i95",106,"penalty_no_play","penalty_no_play","Wis.-La Crosse","Carnegie Mellon",TRUE,,,FALSE,FALSE,,,"Penalty after touchdown before PAT"
"20250913_6i95",114,"play","rush","Carnegie Mellon","Wis.-La Crosse",TRUE,-5,"Carnegie Mellon",TRUE,FALSE,,"PENALTY CMU illegal formation 5 yards to the UWL13, NO PLAY.","Joey McGinnis I rush for 8 yards to the UWL00, TOUCHDOWN, clock 03:43, PENALTY CMU illegal formation 5 yards to the UWL13, NO PLAY."
"20250913_6i95",135,"play","pass_incomplete","Carnegie Mellon","Wis.-La Crosse",TRUE,15,"Wis.-La Crosse",TRUE,FALSE,,"PENALTY UWL pass interference (Tate Pitcher) 15 yards to the UWL34, NO PLAY.","Joey McGinnis I pass incomplete to Reece Kolke, PENALTY UWL pass interference (Tate Pitcher) 15 yards to the UWL34, NO PLAY."
"20250913_6i95",160,"penalty_no_play","penalty_no_play","Wis.-La Crosse","Carnegie Mellon",TRUE,-15,"Wis.-La Crosse",TRUE,FALSE,,"PENALTY UWL unsportmanlike conduct (Kyle Haas) 15 yards to the UWL20.","PENALTY UWL unsportmanlike conduct (Kyle Haas) 15 yards to the UWL20."
"20250913_6i95",161,"penalty_no_play","penalty_no_play","Wis.-La Crosse","Carnegie Mellon",TRUE,,,FALSE,FALSE,,,"Penalty after touchdown before PAT"
"20250920_l58t",10,"penalty_no_play","penalty_no_play","Berry","Carnegie Mellon",TRUE,-5,"Berry",TRUE,FALSE,,"PENALTY BERRY delay of game (Andrew Hunter) 5 yards to the CMU40.","PENALTY BERRY delay of game (Andrew Hunter) 5 yards to the CMU40."
"20250920_l58t",29,"penalty_no_play","penalty_no_play","Berry","Carnegie Mellon",TRUE,5,"Carnegie Mellon",TRUE,FALSE,,"PENALTY CMU offside defense (Mitchell Stokey) 5 yards to the CMU17.","PENALTY CMU offside defense (Mitchell Stokey) 5 yards to the CMU17."
"20250920_l58t",37,"penalty_no_play","penalty_no_play","Carnegie Mellon","Berry",TRUE,-5,"Carnegie Mellon",TRUE,FALSE,,"PENALTY CMU false start 5 yards to the CMU16.","PENALTY CMU false start 5 yards to the CMU16."
"20250920_l58t",43,"play","punt_no_return","Berry","Carnegie Mellon",TRUE,-10,"Berry",TRUE,FALSE,,"PENALTY BERRY holding 10 yards to the BERRY32, NO PLAY.","Miles Hamby punt 37 yards to the CMU21, out-of-bounds, PENALTY BERRY holding 10 yards to the BERRY32, NO PLAY."
"20250920_l58t",73,"play","rush","Carnegie Mellon","Berry",TRUE,-10,"Carnegie Mellon",TRUE,FALSE,,"PENALTY CMU holding (Willem Bouma) 10 yards to the BERRY39, NO PLAY.","Joey McGinnis I rush for loss of 1 yard to the BERRY30 (Cade Petty), PENALTY CMU holding (Willem Bouma) 10 yards to the BERRY39, NO PLAY."
